"DESCRICAO","ROTULO","COD_CONFIGURACAO","COD_MEDICAO_ETA","VALOR","DT_REGISTRO_PROGRAMADA"
DOSAGENS,Conc. Sulfato,1330,21345235,46.3200,2020-10-14 19:00:00
FILTROS,Filtro 2,1351,21347361,0.4500,2020-10-14 19:00:00
FILTROS,Filtro 4,1353,21347363,0.4200,2020-10-14 19:00:00
DOSAGENS,Conc. Sulfato,1330,21345236,46.3200,2020-10-14 20:00:00
DOSAGENS,Dosagem Sulfato,1332,21345246,7.0000,2020-10-14 20:00:00
ÁGUA TRATADA,Turbidez,1357,21347340,0.4400,2020-10-14 20:00:00
DOSAGENS,Dens. Sulfato,1331,21345241,1.3220,2020-10-14 20:00:00
ENTRADA DA ETA,Vazão afluente,1324,21346039,1542.0000,2020-10-14 20:00:00
ÁGUA TRATADA,Cor,1356,21347341,2.4000,2020-10-14 20:00:00
COND. AMBIENTAIS,Temp. ar,1349,21347346,25.4000,2020-10-14 20:00:00
DOSAGENS,Dosagem Flúor,1342,21346041,23.4100,2020-10-14 20:00:00
ÁGUA BRUTA,pH,1345,21347336,6.8500,2020-10-14 20:00:00
ÁGUA TRATADA,Alcalinidade,1359,21347343,17.7000,2020-10-14 20:00:00
ÁGUA TRATADA,Cloro residual,1360,21347344,1.9200,2020-10-14 20:00:00
DOSAGENS,Dens. Flúor,1341,21345261,1.2038,2020-10-14 20:00:00
DOSAGENS,Cloro Pós,1339,21345251,16.0000,2020-10-14 20:00:00
ÁGUA BRUTA,Alcalinidade,1346,21347337,14.1000,2020-10-14 20:00:00
ÁGUA COAGULADA,pH,1348,21347339,6.4100,2020-10-14 20:00:00
DOSAGENS,Dosagem Sulfato,1333,21346040,88.1400,2020-10-14 20:00:00
DOSAGENS,Conc. Flúor,1340,21345256,23.0000,2020-10-14 20:00:00
ÁGUA COAGULADA,Turbidez,1347,21347338,7.8800,2020-10-14 20:00:00
RESERVATÓRIO,Nível,1325,21346042,70.0000,2020-10-14 20:00:00
ÁGUA BRUTA,Cor,1343,21347334,37.2000,2020-10-14 20:00:00
ÁGUA BRUTA,Turbidez,1344,21347335,7.0500,2020-10-14 20:00:00
ÁGUA TRATADA,pH,1358,21347342,7.0100,2020-10-14 20:00:00
ÁGUA TRATADA,Íon Flúor,1362,21347345,0.6800,2020-10-14 20:00:00
RESERVATÓRIO,Nível,1325,21346866,67.0000,2020-10-14 21:00:00
FILTROS,Filtro 5,1354,21347371,0.4200,2020-10-14 21:00:00
DOSAGENS,Conc. Flúor,1340,21345257,23.0000,2020-10-14 21:00:00
DOSAGENS,Dosagem Sulfato,1333,21346864,86.1900,2020-10-14 21:00:00
FILTROS,Filtro 1,1350,21347367,0.3800,2020-10-14 21:00:00
FILTROS,Filtro 3,1352,21347369,0.3300,2020-10-14 21:00:00
DOSAGENS,Cloro Pós,1339,21345252,16.0000,2020-10-14 21:00:00
DOSAGENS,Dens. Flúor,1341,21345262,1.2038,2020-10-14 21:00:00
DOSAGENS,Dosagem Flúor,1342,21346865,22.8900,2020-10-14 21:00:00
ÁGUA TRATADA,Cloro residual,1360,21347373,1.8700,2020-10-14 21:00:00
ENTRADA DA ETA,Vazão afluente,1324,21346863,1508.0000,2020-10-14 21:00:00
DOSAGENS,Dens. Sulfato,1331,21345242,1.3220,2020-10-14 21:00:00
DOSAGENS,Dosagem Sulfato,1332,21345247,7.0000,2020-10-14 21:00:00
FILTROS,Filtro 6,1355,21347372,0.4900,2020-10-14 21:00:00
DOSAGENS,Conc. Sulfato,1330,21345237,46.3200,2020-10-14 21:00:00
FILTROS,Filtro 2,1351,21347368,0.4000,2020-10-14 21:00:00
FILTROS,Filtro 4,1353,21347370,0.4000,2020-10-14 21:00:00
DOSAGENS,Conc. Sulfato,1330,21345238,46.3200,2020-10-14 22:00:00
ÁGUA TRATADA,Turbidez,1357,21347797,0.4000,2020-10-14 22:00:00
DOSAGENS,Dosagem Sulfato,1332,21345248,7.0000,2020-10-14 22:00:00
DOSAGENS,Dens. Sulfato,1331,21345243,1.3220,2020-10-14 22:00:00
ENTRADA DA ETA,Vazão afluente,1324,21347786,1371.0000,2020-10-14 22:00:00
COND. AMBIENTAIS,Temp. ar,1349,21347796,25.0000,2020-10-14 22:00:00
ÁGUA TRATADA,Cor,1356,21347798,2.2000,2020-10-14 22:00:00
DOSAGENS,Dosagem Flúor,1342,21347788,20.8100,2020-10-14 22:00:00
ÁGUA BRUTA,pH,1345,21347792,6.8500,2020-10-14 22:00:00
ÁGUA TRATADA,Alcalinidade,1359,21347800,17.3000,2020-10-14 22:00:00
ÁGUA TRATADA,Cloro residual,1360,21347801,1.9600,2020-10-14 22:00:00
DOSAGENS,Dens. Flúor,1341,21345263,1.2038,2020-10-14 22:00:00
DOSAGENS,Cloro Pós,1339,21345253,16.0000,2020-10-14 22:00:00
ÁGUA BRUTA,Alcalinidade,1346,21347793,14.5000,2020-10-14 22:00:00
ÁGUA COAGULADA,pH,1348,21347795,6.4200,2020-10-14 22:00:00
DOSAGENS,Dosagem Sulfato,1333,21347787,78.3600,2020-10-14 22:00:00
DOSAGENS,Conc. Flúor,1340,21345258,23.0000,2020-10-14 22:00:00
ÁGUA COAGULADA,Turbidez,1347,21347794,7.6300,2020-10-14 22:00:00
RESERVATÓRIO,Nível,1325,21347789,63.0000,2020-10-14 22:00:00
ÁGUA BRUTA,Cor,1343,21347790,34.1000,2020-10-14 22:00:00
ÁGUA BRUTA,Turbidez,1344,21347791,6.8200,2020-10-14 22:00:00
ÁGUA TRATADA,pH,1358,21347799,7.0000,2020-10-14 22:00:00
ÁGUA TRATADA,Íon Flúor,1362,21347802,0.7000,2020-10-14 22:00:00
RESERVATÓRIO,Nível,1325,21348634,62.0000,2020-10-14 23:00:00
FILTROS,Filtro 5,1354,21348639,0.3500,2020-10-14 23:00:00
DOSAGENS,Conc. Flúor,1340,21345259,23.0000,2020-10-14 23:00:00
DOSAGENS,Dosagem Sulfato,1333,21348632,77.9600,2020-10-14 23:00:00
FILTROS,Filtro 1,1350,21348635,0.3500,2020-10-14 23:00:00
FILTROS,Filtro 3,1352,21348637,0.3000,2020-10-14 23:00:00
DOSAGENS,Cloro Pós,1339,21345254,16.0000,2020-10-14 23:00:00
DOSAGENS,Dens. Flúor,1341,21345264,1.2038,2020-10-14 23:00:00
DOSAGENS,Dosagem Flúor,1342,21348633,20.7100,2020-10-14 23:00:00
ÁGUA TRATADA,Cloro residual,1360,21348641,1.9800,2020-10-14 23:00:00
ENTRADA DA ETA,Vazão afluente,1324,21348631,1364.0000,2020-10-14 23:00:00
DOSAGENS,Dens. Sulfato,1331,21345244,1.3220,2020-10-14 23:00:00
DOSAGENS,Dosagem Sulfato,1332,21345249,7.0000,2020-10-14 23:00:00
FILTROS,Filtro 6,1355,21348640,0.3600,2020-10-14 23:00:00
DOSAGENS,Conc. Sulfato,1330,21345239,46.3200,2020-10-14 23:00:00
FILTROS,Filtro 2,1351,21348636,0.3800,2020-10-14 23:00:00
FILTROS,Filtro 4,1353,21348638,0.3300,2020-10-14 23:00:00
DOSAGENS,Conc. Sulfato,1330,21349747,46.3200,2020-10-15 00:00:00
DOSAGENS,Dosagem Sulfato,1332,21349761,7.0000,2020-10-15 00:00:00
TELEMETRIA,Água bruta,1364,21349789,41104592.0000,2020-10-15 00:00:00
ÁGUA TRATADA,Turbidez,1357,21349975,0.3600,2020-10-15 00:00:00
ENTRADA DA ETA,Vazão afluente,1324,21349743,1458.0000,2020-10-15 00:00:00
DOSAGENS,Dens. Sulfato,1331,21349754,1.3220,2020-10-15 00:00:00
COND. AMBIENTAIS,Temp. ar,1349,21349973,25.0000,2020-10-15 00:00:00
ÁGUA TRATADA,Cor,1356,21349974,1.8000,2020-10-15 00:00:00
DOSAGENS,Dosagem Flúor,1342,21349745,22.1300,2020-10-15 00:00:00
ÁGUA BRUTA,pH,1345,21349969,6.8500,2020-10-15 00:00:00
ÁGUA TRATADA,Alcalinidade,1359,21349977,18.0000,2020-10-15 00:00:00
ÁGUA TRATADA,Cloro residual,1360,21349978,2.0800,2020-10-15 00:00:00
DOSAGENS,Cloro Pós,1339,21349768,16.0000,2020-10-15 00:00:00
DOSAGENS,Dens. Flúor,1341,21349782,1.2038,2020-10-15 00:00:00
ÁGUA BRUTA,Alcalinidade,1346,21349970,14.5000,2020-10-15 00:00:00
ÁGUA COAGULADA,pH,1348,21349972,6.4300,2020-10-15 00:00:00
DOSAGENS,Dosagem Sulfato,1333,21349744,83.3300,2020-10-15 00:00:00
DOSAGENS,Conc. Flúor,1340,21349775,23.0000,2020-10-15 00:00:00
TELEMETRIA,Água tratada,1365,21349790,39144665.0000,2020-10-15 00:00:00
ÁGUA COAGULADA,Turbidez,1347,21349971,6.8900,2020-10-15 00:00:00
RESERVATÓRIO,Nível,1325,21349746,61.0000,2020-10-15 00:00:00
ÁGUA BRUTA,Cor,1343,21349967,33.4000,2020-10-15 00:00:00
ÁGUA BRUTA,Turbidez,1344,21349968,6.3800,2020-10-15 00:00:00
ÁGUA TRATADA,pH,1358,21349976,7.0700,2020-10-15 00:00:00
ÁGUA TRATADA,Íon Flúor,1362,21349979,0.6800,2020-10-15 00:00:00
RESERVATÓRIO,Nível,1325,21351061,61.0000,2020-10-15 01:00:00
FILTROS,Filtro 5,1354,21351066,0.3500,2020-10-15 01:00:00
DOSAGENS,Conc. Flúor,1340,21349776,23.0000,2020-10-15 01:00:00
DOSAGENS,Dosagem Sulfato,1333,21351059,80.1900,2020-10-15 01:00:00
FILTROS,Filtro 1,1350,21351062,0.4000,2020-10-15 01:00:00
FILTROS,Filtro 3,1352,21351064,0.3500,2020-10-15 01:00:00
DOSAGENS,Dens. Flúor,1341,21349783,1.2038,2020-10-15 01:00:00
DOSAGENS,Cloro Pós,1339,21349769,16.0000,2020-10-15 01:00:00
DOSAGENS,Dosagem Flúor,1342,21351060,21.3000,2020-10-15 01:00:00
ÁGUA TRATADA,Cloro residual,1360,21351068,2.0400,2020-10-15 01:00:00
ENTRADA DA ETA,Vazão afluente,1324,21351058,1403.0000,2020-10-15 01:00:00
DOSAGENS,Dens. Sulfato,1331,21349755,1.3220,2020-10-15 01:00:00
FILTROS,Filtro 6,1355,21351067,0.3300,2020-10-15 01:00:00
DOSAGENS,Dosagem Sulfato,1332,21349762,7.0000,2020-10-15 01:00:00
DOSAGENS,Conc. Sulfato,1330,21349748,46.3200,2020-10-15 01:00:00
FILTROS,Filtro 2,1351,21351063,0.3900,2020-10-15 01:00:00
FILTROS,Filtro 4,1353,21351065,0.3800,2020-10-15 01:00:00
DOSAGENS,Conc. Sulfato,1330,21349749,46.3200,2020-10-15 02:00:00
DOSAGENS,Dosagem Sulfato,1332,21349763,7.0000,2020-10-15 02:00:00
ÁGUA TRATADA,Turbidez,1357,21352745,0.4000,2020-10-15 02:00:00
DOSAGENS,Dens. Sulfato,1331,21349756,1.3220,2020-10-15 02:00:00
ENTRADA DA ETA,Vazão afluente,1324,21352735,2150.0000,2020-10-15 02:00:00
ÁGUA TRATADA,Cor,1356,21352746,2.0000,2020-10-15 02:00:00
COND. AMBIENTAIS,Temp. ar,1349,21352900,24.6000,2020-10-15 02:00:00
DOSAGENS,Dosagem Flúor,1342,21352737,32.6400,2020-10-15 02:00:00
ÁGUA BRUTA,pH,1345,21352741,6.8500,2020-10-15 02:00:00
ÁGUA TRATADA,Alcalinidade,1359,21352748,17.2000,2020-10-15 02:00:00
ÁGUA TRATADA,Cloro residual,1360,21352749,1.8600,2020-10-15 02:00:00
DOSAGENS,Cloro Pós,1339,21349770,20.0000,2020-10-15 02:00:00
ÁGUA BRUTA,Alcalinidade,1346,21352742,14.2000,2020-10-15 02:00:00
ÁGUA COAGULADA,pH,1348,21352744,6.4200,2020-10-15 02:00:00
DOSAGENS,Dens. Flúor,1341,21349784,1.2038,2020-10-15 02:00:00
DOSAGENS,Dosagem Sulfato,1333,21352736,122.8900,2020-10-15 02:00:00
DOSAGENS,Conc. Flúor,1340,21349777,23.0000,2020-10-15 02:00:00
ÁGUA COAGULADA,Turbidez,1347,21352743,7.6300,2020-10-15 02:00:00
RESERVATÓRIO,Nível,1325,21352738,71.0000,2020-10-15 02:00:00
ÁGUA BRUTA,Cor,1343,21352739,35.6000,2020-10-15 02:00:00
ÁGUA BRUTA,Turbidez,1344,21352740,6.5600,2020-10-15 02:00:00
ÁGUA TRATADA,pH,1358,21352747,7.0000,2020-10-15 02:00:00
ÁGUA TRATADA,Íon Flúor,1362,21352750,0.7000,2020-10-15 02:00:00
RESERVATÓRIO,Nível,1325,21352727,86.0000,2020-10-15 03:00:00
FILTROS,Filtro 5,1354,21352732,0.5000,2020-10-15 03:00:00
DOSAGENS,Conc. Flúor,1340,21349778,23.0000,2020-10-15 03:00:00
DOSAGENS,Dosagem Sulfato,1333,21352725,125.8600,2020-10-15 03:00:00
FILTROS,Filtro 1,1350,21352728,0.5200,2020-10-15 03:00:00
FILTROS,Filtro 3,1352,21352730,0.4900,2020-10-15 03:00:00
DOSAGENS,Dens. Flúor,1341,21349785,1.2038,2020-10-15 03:00:00
DOSAGENS,Cloro Pós,1339,21349771,20.0000,2020-10-15 03:00:00
DOSAGENS,Dosagem Flúor,1342,21352726,33.4300,2020-10-15 03:00:00
ÁGUA TRATADA,Cloro residual,1360,21352734,1.7500,2020-10-15 03:00:00
ENTRADA DA ETA,Vazão afluente,1324,21352724,2202.0000,2020-10-15 03:00:00
DOSAGENS,Dens. Sulfato,1331,21349757,1.3220,2020-10-15 03:00:00
FILTROS,Filtro 6,1355,21352733,0.5600,2020-10-15 03:00:00
DOSAGENS,Dosagem Sulfato,1332,21349764,7.0000,2020-10-15 03:00:00
DOSAGENS,Conc. Sulfato,1330,21349750,46.3200,2020-10-15 03:00:00
FILTROS,Filtro 2,1351,21352729,0.5500,2020-10-15 03:00:00
FILTROS,Filtro 4,1353,21352731,0.5300,2020-10-15 03:00:00
DOSAGENS,Conc. Sulfato,1330,21349751,46.3200,2020-10-15 04:00:00
DOSAGENS,Dosagem Sulfato,1332,21349765,7.0000,2020-10-15 04:00:00
ÁGUA TRATADA,Turbidez,1357,21352894,0.3300,2020-10-15 04:00:00
DOSAGENS,Dens. Sulfato,1331,21349758,1.3220,2020-10-15 04:00:00
ENTRADA DA ETA,Vazão afluente,1324,21352883,1580.0000,2020-10-15 04:00:00
COND. AMBIENTAIS,Temp. ar,1349,21352893,24.5000,2020-10-15 04:00:00
ÁGUA TRATADA,Cor,1356,21352895,1.7000,2020-10-15 04:00:00
DOSAGENS,Dosagem Flúor,1342,21352885,23.9800,2020-10-15 04:00:00
ÁGUA BRUTA,pH,1345,21352889,6.8500,2020-10-15 04:00:00
ÁGUA TRATADA,Alcalinidade,1359,21352897,18.0000,2020-10-15 04:00:00
ÁGUA TRATADA,Cloro residual,1360,21352898,1.7000,2020-10-15 04:00:00
DOSAGENS,Cloro Pós,1339,21349772,16.0000,2020-10-15 04:00:00
ÁGUA BRUTA,Alcalinidade,1346,21352890,14.2000,2020-10-15 04:00:00
ÁGUA COAGULADA,pH,1348,21352892,6.4700,2020-10-15 04:00:00
DOSAGENS,Dens. Flúor,1341,21349786,1.2038,2020-10-15 04:00:00
DOSAGENS,Dosagem Sulfato,1333,21352884,90.3100,2020-10-15 04:00:00
DOSAGENS,Conc. Flúor,1340,21349779,23.0000,2020-10-15 04:00:00
ÁGUA COAGULADA,Turbidez,1347,21352891,10.2000,2020-10-15 04:00:00
RESERVATÓRIO,Nível,1325,21352886,95.0000,2020-10-15 04:00:00
ÁGUA BRUTA,Cor,1343,21352887,39.9000,2020-10-15 04:00:00
ÁGUA BRUTA,Turbidez,1344,21352888,9.0400,2020-10-15 04:00:00
ÁGUA TRATADA,pH,1358,21352896,7.1000,2020-10-15 04:00:00
ÁGUA TRATADA,Íon Flúor,1362,21352899,0.6900,2020-10-15 04:00:00
RESERVATÓRIO,Nível,1325,21353826,91.0000,2020-10-15 05:00:00
FILTROS,Filtro 5,1354,21353831,0.3400,2020-10-15 05:00:00
DOSAGENS,Conc. Flúor,1340,21349780,23.0000,2020-10-15 05:00:00
DOSAGENS,Dosagem Sulfato,1333,21353824,72.0200,2020-10-15 05:00:00
FILTROS,Filtro 1,1350,21353827,0.3500,2020-10-15 05:00:00
FILTROS,Filtro 3,1352,21353829,0.3000,2020-10-15 05:00:00
DOSAGENS,Dens. Flúor,1341,21349787,1.2038,2020-10-15 05:00:00
DOSAGENS,Cloro Pós,1339,21349773,16.0000,2020-10-15 05:00:00
DOSAGENS,Dosagem Flúor,1342,21353825,19.1300,2020-10-15 05:00:00
ÁGUA TRATADA,Cloro residual,1360,21353833,1.9300,2020-10-15 05:00:00
ENTRADA DA ETA,Vazão afluente,1324,21353823,1260.0000,2020-10-15 05:00:00
DOSAGENS,Dens. Sulfato,1331,21349759,1.3220,2020-10-15 05:00:00
FILTROS,Filtro 6,1355,21353832,0.3600,2020-10-15 05:00:00
DOSAGENS,Dosagem Sulfato,1332,21349766,7.0000,2020-10-15 05:00:00
DOSAGENS,Conc. Sulfato,1330,21349752,46.3200,2020-10-15 05:00:00
FILTROS,Filtro 2,1351,21353828,0.3300,2020-10-15 05:00:00
FILTROS,Filtro 4,1353,21353830,0.3500,2020-10-15 05:00:00
DOSAGENS,Conc. Sulfato,1330,21349753,46.3200,2020-10-15 06:00:00
DOSAGENS,Dosagem Sulfato,1332,21349767,7.0000,2020-10-15 06:00:00
ÁGUA TRATADA,Turbidez,1357,21355009,0.4000,2020-10-15 06:00:00
DOSAGENS,Dens. Sulfato,1331,21349760,1.3220,2020-10-15 06:00:00
ENTRADA DA ETA,Vazão afluente,1324,21354720,1456.0000,2020-10-15 06:00:00
ÁGUA TRATADA,Cor,1356,21355010,2.0000,2020-10-15 06:00:00
ÁGUA TRATADA,Alumínio,1363,21355015,0.0000,2020-10-15 06:00:00
COND. AMBIENTAIS,Temp. ar,1349,21355016,24.8000,2020-10-15 06:00:00
DOSAGENS,Dosagem Flúor,1342,21354722,22.1000,2020-10-15 06:00:00
ÁGUA BRUTA,pH,1345,21355005,6.8500,2020-10-15 06:00:00
ÁGUA TRATADA,Alcalinidade,1359,21355012,17.7000,2020-10-15 06:00:00
ÁGUA TRATADA,Cloro residual,1360,21355013,2.2600,2020-10-15 06:00:00
DOSAGENS,Cloro Pós,1339,21349774,16.0000,2020-10-15 06:00:00
ÁGUA BRUTA,Alcalinidade,1346,21355006,14.2000,2020-10-15 06:00:00
ÁGUA COAGULADA,pH,1348,21355008,6.4500,2020-10-15 06:00:00
DOSAGENS,Dens. Flúor,1341,21349788,1.2038,2020-10-15 06:00:00
DOSAGENS,Dosagem Sulfato,1333,21354721,83.2200,2020-10-15 06:00:00
DOSAGENS,Conc. Flúor,1340,21349781,23.0000,2020-10-15 06:00:00
ÁGUA COAGULADA,Turbidez,1347,21355007,10.3500,2020-10-15 06:00:00
RESERVATÓRIO,Nível,1325,21354723,83.0000,2020-10-15 06:00:00
ÁGUA BRUTA,Cor,1343,21355003,38.6000,2020-10-15 06:00:00
ÁGUA BRUTA,Turbidez,1344,21355004,9.4400,2020-10-15 06:00:00
ÁGUA TRATADA,pH,1358,21355011,7.0800,2020-10-15 06:00:00
ÁGUA TRATADA,Íon Flúor,1362,21355014,0.7200,2020-10-15 06:00:00
RESERVATÓRIO,Nível,1325,21358589,77.0000,2020-10-15 07:00:00
DOSAGENS,Conc. Flúor,1340,21358599,23.0000,2020-10-15 07:00:00
FILTROS,Filtro 5,1354,21358614,0.2500,2020-10-15 07:00:00
DOSAGENS,Dosagem Sulfato,1333,21358584,83.8500,2020-10-15 07:00:00
FILTROS,Filtro 1,1350,21358610,0.3200,2020-10-15 07:00:00
FILTROS,Filtro 3,1352,21358612,0.3300,2020-10-15 07:00:00
DOSAGENS,Cloro Pós,1339,21358597,16.0000,2020-10-15 07:00:00
DOSAGENS,Dens. Flúor,1341,21358601,1.2038,2020-10-15 07:00:00
DOSAGENS,Dosagem Flúor,1342,21358585,22.2700,2020-10-15 07:00:00
ÁGUA TRATADA,Cloro residual,1360,21358621,2.1000,2020-10-15 07:00:00
ENTRADA DA ETA,Vazão afluente,1324,21358583,1467.0000,2020-10-15 07:00:00
DOSAGENS,Cloro Pré,1338,21361760,3.0000,2020-10-15 07:00:00
DOSAGENS,Dens. Sulfato,1331,21358593,1.3220,2020-10-15 07:00:00
DOSAGENS,Conc. Sulfato,1330,21358591,46.3200,2020-10-15 07:00:00
DOSAGENS,Dosagem Sulfato,1332,21358595,7.0000,2020-10-15 07:00:00
FILTROS,Filtro 6,1355,21358615,0.3000,2020-10-15 07:00:00
FILTROS,Filtro 2,1351,21358611,0.3700,2020-10-15 07:00:00
FILTROS,Filtro 4,1353,21358613,0.3100,2020-10-15 07:00:00
ÁGUA TRATADA,Turbidez,1357,21358617,0.2400,2020-10-15 08:00:00
DOSAGENS,Dosagem Sulfato,1332,21358596,7.0000,2020-10-15 08:00:00
DOSAGENS,Conc. Sulfato,1330,21358592,46.3200,2020-10-15 08:00:00
ÁGUA COAGULADA,Cloro Residual ,5599,21363184,0.3300,2020-10-15 08:00:00
DOSAGENS,Dens. Sulfato,1331,21358594,1.3220,2020-10-15 08:00:00
COND. AMBIENTAIS,Temp. ar,1349,21358609,25.2000,2020-10-15 08:00:00
ÁGUA TRATADA,Cor,1356,21358616,2.0000,2020-10-15 08:00:00
DOSAGENS,Cloro Pré,1338,21361761,3.0000,2020-10-15 08:00:00
ENTRADA DA ETA,Vazão afluente,1324,21358586,1408.0000,2020-10-15 08:00:00
DOSAGENS,Dosagem Flúor,1342,21358588,21.3700,2020-10-15 08:00:00
ÁGUA BRUTA,pH,1345,21358605,6.8000,2020-10-15 08:00:00
ÁGUA TRATADA,Alcalinidade,1359,21358619,18.0000,2020-10-15 08:00:00
ÁGUA TRATADA,Cloro residual,1360,21358620,2.0000,2020-10-15 08:00:00
DOSAGENS,Dens. Flúor,1341,21358602,1.2038,2020-10-15 08:00:00
ÁGUA BRUTA,Alcalinidade,1346,21358606,14.5000,2020-10-15 08:00:00
ÁGUA COAGULADA,pH,1348,21358608,6.4500,2020-10-15 08:00:00
DOSAGENS,Cloro Pós,1339,21358598,16.0000,2020-10-15 08:00:00
DOSAGENS,Dosagem Sulfato,1333,21358587,80.4800,2020-10-15 08:00:00
DOSAGENS,Conc. Flúor,1340,21358600,23.0000,2020-10-15 08:00:00
ÁGUA COAGULADA,Turbidez,1347,21358607,9.9800,2020-10-15 08:00:00
RESERVATÓRIO,Nível,1325,21358590,71.0000,2020-10-15 08:00:00
ÁGUA BRUTA,Cor,1343,21358603,35.7000,2020-10-15 08:00:00
ÁGUA BRUTA,Turbidez,1344,21358604,8.8200,2020-10-15 08:00:00
ÁGUA TRATADA,pH,1358,21358618,7.1000,2020-10-15 08:00:00
ÁGUA TRATADA,Íon Flúor,1362,21358622,0.6800,2020-10-15 08:00:00
RESERVATÓRIO,Nível,1325,21361766,67.0000,2020-10-15 09:00:00
DOSAGENS,Conc. Flúor,1340,21361771,23.0000,2020-10-15 09:00:00
FILTROS,Filtro 5,1354,21361777,0.3300,2020-10-15 09:00:00
DOSAGENS,Dosagem Sulfato,1333,21361764,115.2900,2020-10-15 09:00:00
FILTROS,Filtro 1,1350,21361773,0.4000,2020-10-15 09:00:00
FILTROS,Filtro 3,1352,21361775,0.4200,2020-10-15 09:00:00
DOSAGENS,Cloro Pós,1339,21361770,20.0000,2020-10-15 09:00:00
DOSAGENS,Dens. Flúor,1341,21361772,1.2038,2020-10-15 09:00:00
DOSAGENS,Dosagem Flúor,1342,21361765,30.6200,2020-10-15 09:00:00
ÁGUA TRATADA,Cloro residual,1360,21361779,1.8000,2020-10-15 09:00:00
DOSAGENS,Cloro Pré,1338,21361762,3.0000,2020-10-15 09:00:00
ENTRADA DA ETA,Vazão afluente,1324,21361763,2017.0000,2020-10-15 09:00:00
DOSAGENS,Dens. Sulfato,1331,21361768,1.3220,2020-10-15 09:00:00
DOSAGENS,Conc. Sulfato,1330,21361767,46.3200,2020-10-15 09:00:00
DOSAGENS,Dosagem Sulfato,1332,21361769,7.0000,2020-10-15 09:00:00
FILTROS,Filtro 6,1355,21361778,0.4000,2020-10-15 09:00:00
FILTROS,Filtro 2,1351,21361774,0.3900,2020-10-15 09:00:00
FILTROS,Filtro 4,1353,21361776,0.4400,2020-10-15 09:00:00
DOSAGENS,Conc. Sulfato,1330,21363169,46.3200,2020-10-15 10:00:00
DOSAGENS,Dosagem Sulfato,1332,21363171,7.0000,2020-10-15 10:00:00
ÁGUA COAGULADA,Cloro Residual ,5599,21363182,0.3000,2020-10-15 10:00:00
ÁGUA TRATADA,Turbidez,1357,21363186,0.3700,2020-10-15 10:00:00
ENTRADA DA ETA,Vazão afluente,1324,21363165,1985.0000,2020-10-15 10:00:00
DOSAGENS,Dens. Sulfato,1331,21363170,1.3220,2020-10-15 10:00:00
DOSAGENS,Cloro Pré,1338,21363172,3.0000,2020-10-15 10:00:00
COND. AMBIENTAIS,Temp. ar,1349,21363183,26.2000,2020-10-15 10:00:00
ÁGUA TRATADA,Cor,1356,21363185,3.0000,2020-10-15 10:00:00
ÁGUA TRATADA,Alumínio,1363,21363191,0.0000,2020-10-15 10:00:00
DOSAGENS,Dosagem Flúor,1342,21363167,30.1300,2020-10-15 10:00:00
ÁGUA BRUTA,pH,1345,21363178,6.8000,2020-10-15 10:00:00
ÁGUA TRATADA,Alcalinidade,1359,21363188,17.7000,2020-10-15 10:00:00
ÁGUA TRATADA,Cloro residual,1360,21363189,1.9300,2020-10-15 10:00:00
DOSAGENS,Cloro Pós,1339,21363173,20.0000,2020-10-15 10:00:00
DOSAGENS,Dens. Flúor,1341,21363175,1.2038,2020-10-15 10:00:00
ÁGUA BRUTA,Alcalinidade,1346,21363179,14.5000,2020-10-15 10:00:00
ÁGUA COAGULADA,pH,1348,21363181,6.4500,2020-10-15 10:00:00
DOSAGENS,Dosagem Sulfato,1333,21363166,113.4600,2020-10-15 10:00:00
DOSAGENS,Conc. Flúor,1340,21363174,23.0000,2020-10-15 10:00:00
ÁGUA COAGULADA,Turbidez,1347,21363180,9.6200,2020-10-15 10:00:00
RESERVATÓRIO,Nível,1325,21363168,67.0000,2020-10-15 10:00:00
ÁGUA BRUTA,Cor,1343,21363176,43.5000,2020-10-15 10:00:00
ÁGUA BRUTA,Turbidez,1344,21363177,8.7800,2020-10-15 10:00:00
ÁGUA TRATADA,pH,1358,21363187,7.0000,2020-10-15 10:00:00
ÁGUA TRATADA,Íon Flúor,1362,21363190,0.6000,2020-10-15 10:00:00
RESERVATÓRIO,Nível,1325,21364300,68.0000,2020-10-15 11:00:00
DOSAGENS,Conc. Flúor,1340,21364306,23.0000,2020-10-15 11:00:00
FILTROS,Filtro 5,1354,21364312,0.3900,2020-10-15 11:00:00
DOSAGENS,Dosagem Sulfato,1333,21364298,113.4600,2020-10-15 11:00:00
FILTROS,Filtro 1,1350,21364308,0.4200,2020-10-15 11:00:00
FILTROS,Filtro 3,1352,21364310,0.3900,2020-10-15 11:00:00
DOSAGENS,Cloro Pós,1339,21364305,20.0000,2020-10-15 11:00:00
DOSAGENS,Dens. Flúor,1341,21364307,1.2038,2020-10-15 11:00:00
DOSAGENS,Dosagem Flúor,1342,21364299,30.1300,2020-10-15 11:00:00
ÁGUA TRATADA,Cloro residual,1360,21364314,1.8500,2020-10-15 11:00:00
ENTRADA DA ETA,Vazão afluente,1324,21364297,1985.0000,2020-10-15 11:00:00
DOSAGENS,Dens. Sulfato,1331,21364302,1.3220,2020-10-15 11:00:00
DOSAGENS,Cloro Pré,1338,21364304,3.0000,2020-10-15 11:00:00
DOSAGENS,Conc. Sulfato,1330,21364301,46.3200,2020-10-15 11:00:00
