"descricao","rotulo","cod_configuracao","cod_medicao","cod_unidade_operacional","dt_registro_programada","status_liberacao","valor"
DOSAGENS,Cloro Pré,1338,21619116,73,2020-10-24 16:00:00,R,3.0000
DOSAGENS,Conc. Flúor,1340,21619131,73,2020-10-24 16:00:00,R,23.0000
DOSAGENS,Dens. Flúor,1341,21619142,73,2020-10-24 16:00:00,R,1.2038
DOSAGENS,Dosagem Sulfato,1332,21627129,73,2020-10-24 16:00:00,R,18.0000
ENTRADA DA ETA,Vazão afluente,1324,21630127,73,2020-10-24 16:00:00,R,1839.0000
DOSAGENS,Dosagem Polímero,1329,21630128,73,2020-10-24 16:00:00,R,16.6000
DOSAGENS,Dosagem Sulfato,1333,21630129,73,2020-10-24 16:00:00,R,270.2900
DOSAGENS,Dosagem Flúor,1342,21630130,73,2020-10-24 16:00:00,R,27.9200
RESERVATÓRIO,Nível,1325,21630131,73,2020-10-24 16:00:00,R,79.0000
DOSAGENS,Cloro Pós,1339,21630132,73,2020-10-24 16:00:00,R,21.0000
ÁGUA BRUTA,Cor,1343,21630133,73,2020-10-24 16:00:00,R,130.0000
ÁGUA BRUTA,Turbidez,1344,21630134,73,2020-10-24 16:00:00,R,32.2000
ÁGUA BRUTA,pH,1345,21630135,73,2020-10-24 16:00:00,R,6.8400
ÁGUA BRUTA,Alcalinidade,1346,21630136,73,2020-10-24 16:00:00,R,10.0000
ÁGUA COAGULADA,Turbidez,1347,21630137,73,2020-10-24 16:00:00,R,39.3000
ÁGUA COAGULADA,pH,1348,21630138,73,2020-10-24 16:00:00,R,5.8000
ÁGUA COAGULADA,Cloro Residual ,5599,21630139,73,2020-10-24 16:00:00,R,0.3600
COND. AMBIENTAIS,Temp. ar,1349,21630140,73,2020-10-24 16:00:00,R,23.4000
ÁGUA TRATADA,Cor,1356,21630141,73,2020-10-24 16:00:00,R,5.0000
ÁGUA TRATADA,Turbidez,1357,21630142,73,2020-10-24 16:00:00,R,0.9400
ÁGUA TRATADA,pH,1358,21630143,73,2020-10-24 16:00:00,R,7.0000
ÁGUA TRATADA,Alcalinidade,1359,21630144,73,2020-10-24 16:00:00,R,16.0000
ÁGUA TRATADA,Cloro residual,1360,21630145,73,2020-10-24 16:00:00,R,2.1000
ÁGUA TRATADA,Íon Flúor,1362,21630146,73,2020-10-24 16:00:00,R,0.7400
DOSAGENS,Conc. Polímero,1326,21619057,73,2020-10-24 17:00:00,R,0.5000
DOSAGENS,Dens. Polímero,1327,21619068,73,2020-10-24 17:00:00,R,1.4000
DOSAGENS,Dosagem Polímero,1328,21619079,73,2020-10-24 17:00:00,R,0.0100
DOSAGENS,Conc. Sulfato,1330,21619090,73,2020-10-24 17:00:00,R,46.3200
DOSAGENS,Dens. Sulfato,1331,21619101,73,2020-10-24 17:00:00,R,1.3220
DOSAGENS,Cloro Pré,1338,21619117,73,2020-10-24 17:00:00,R,3.0000
DOSAGENS,Conc. Flúor,1340,21619132,73,2020-10-24 17:00:00,R,23.0000
DOSAGENS,Dens. Flúor,1341,21619143,73,2020-10-24 17:00:00,R,1.2038
DOSAGENS,Dosagem Sulfato,1332,21627130,73,2020-10-24 17:00:00,R,18.0000
ENTRADA DA ETA,Vazão afluente,1324,21631919,73,2020-10-24 17:00:00,R,2091.0000
DOSAGENS,Dosagem Polímero,1329,21631920,73,2020-10-24 17:00:00,R,18.8800
DOSAGENS,Dosagem Sulfato,1333,21631921,73,2020-10-24 17:00:00,R,307.3200
DOSAGENS,Dosagem Flúor,1342,21631922,73,2020-10-24 17:00:00,R,31.7400
RESERVATÓRIO,Nível,1325,21631923,73,2020-10-24 17:00:00,R,79.0000
DOSAGENS,Cloro Pós,1339,21631924,73,2020-10-24 17:00:00,R,21.0000
ÁGUA TRATADA,Cloro residual,1360,21631925,73,2020-10-24 17:00:00,R,2.1000
ENTRADA DA ETA,Vazão afluente,1324,21634745,73,2020-10-24 18:00:00,R,2271.0000
DOSAGENS,Dosagem Polímero,1329,21634746,73,2020-10-24 18:00:00,R,20.5000
DOSAGENS,Dosagem Sulfato,1333,21634747,73,2020-10-24 18:00:00,R,333.7800
DOSAGENS,Dosagem Flúor,1342,21634748,73,2020-10-24 18:00:00,R,34.4700
RESERVATÓRIO,Nível,1325,21634749,73,2020-10-24 18:00:00,R,80.0000
DOSAGENS,Conc. Polímero,1326,21634750,73,2020-10-24 18:00:00,R,0.5000
DOSAGENS,Dens. Polímero,1327,21634751,73,2020-10-24 18:00:00,R,1.4000
DOSAGENS,Dosagem Polímero,1328,21634752,73,2020-10-24 18:00:00,R,0.0100
DOSAGENS,Conc. Sulfato,1330,21634753,73,2020-10-24 18:00:00,R,46.3200
DOSAGENS,Dens. Sulfato,1331,21634754,73,2020-10-24 18:00:00,R,1.3220
DOSAGENS,Dosagem Sulfato,1332,21634755,73,2020-10-24 18:00:00,R,18.0000
DOSAGENS,Cloro Pré,1338,21634756,73,2020-10-24 18:00:00,R,3.0000
DOSAGENS,Cloro Pós,1339,21634757,73,2020-10-24 18:00:00,R,21.0000
DOSAGENS,Conc. Flúor,1340,21634758,73,2020-10-24 18:00:00,R,23.0000
DOSAGENS,Dens. Flúor,1341,21634759,73,2020-10-24 18:00:00,R,1.2038
ÁGUA BRUTA,Cor,1343,21634760,73,2020-10-24 18:00:00,R,92.3000
ÁGUA BRUTA,Turbidez,1344,21634761,73,2020-10-24 18:00:00,R,31.3000
ÁGUA BRUTA,pH,1345,21634762,73,2020-10-24 18:00:00,R,6.7800
ÁGUA BRUTA,Alcalinidade,1346,21634763,73,2020-10-24 18:00:00,R,11.0000
ÁGUA COAGULADA,Turbidez,1347,21634764,73,2020-10-24 18:00:00,R,35.0000
ÁGUA COAGULADA,pH,1348,21634765,73,2020-10-24 18:00:00,R,5.7800
ÁGUA COAGULADA,Cloro Residual ,5599,21634766,73,2020-10-24 18:00:00,R,0.3000
COND. AMBIENTAIS,Temp. ar,1349,21634767,73,2020-10-24 18:00:00,R,23.0000
ÁGUA TRATADA,Cor,1356,21634768,73,2020-10-24 18:00:00,R,5.0000
ÁGUA TRATADA,Turbidez,1357,21634769,73,2020-10-24 18:00:00,R,0.8900
ÁGUA TRATADA,pH,1358,21634770,73,2020-10-24 18:00:00,R,7.0600
ÁGUA TRATADA,Alcalinidade,1359,21634771,73,2020-10-24 18:00:00,R,20.0000
ÁGUA TRATADA,Cloro residual,1360,21634772,73,2020-10-24 18:00:00,R,1.9100
ÁGUA TRATADA,Íon Flúor,1362,21634773,73,2020-10-24 18:00:00,R,0.7400
DOSAGENS,Conc. Polímero,1326,21635007,73,2020-10-24 19:00:00,R,0.5000
DOSAGENS,Dens. Polímero,1327,21635012,73,2020-10-24 19:00:00,R,1.4000
DOSAGENS,Dosagem Polímero,1328,21635017,73,2020-10-24 19:00:00,R,0.0100
DOSAGENS,Conc. Sulfato,1330,21635022,73,2020-10-24 19:00:00,R,46.3200
DOSAGENS,Dens. Sulfato,1331,21635027,73,2020-10-24 19:00:00,R,1.3220
DOSAGENS,Dosagem Sulfato,1332,21635032,73,2020-10-24 19:00:00,R,18.0000
DOSAGENS,Cloro Pré,1338,21635037,73,2020-10-24 19:00:00,R,3.0000
DOSAGENS,Cloro Pós,1339,21635042,73,2020-10-24 19:00:00,R,18.0000
DOSAGENS,Conc. Flúor,1340,21635047,73,2020-10-24 19:00:00,R,23.0000
DOSAGENS,Dens. Flúor,1341,21635052,73,2020-10-24 19:00:00,R,1.2038
ENTRADA DA ETA,Vazão afluente,1324,21635290,73,2020-10-24 19:00:00,R,1654.0000
DOSAGENS,Dosagem Polímero,1329,21635291,73,2020-10-24 19:00:00,R,14.9300
DOSAGENS,Dosagem Sulfato,1333,21635292,73,2020-10-24 19:00:00,R,243.1000
DOSAGENS,Dosagem Flúor,1342,21635293,73,2020-10-24 19:00:00,R,25.1100
RESERVATÓRIO,Nível,1325,21635294,73,2020-10-24 19:00:00,R,85.0000
FILTROS,Filtro 1,1350,21635295,73,2020-10-24 19:00:00,R,0.6600
FILTROS,Filtro 2,1351,21635296,73,2020-10-24 19:00:00,R,0.6100
FILTROS,Filtro 3,1352,21635297,73,2020-10-24 19:00:00,R,0.7200
FILTROS,Filtro 4,1353,21635298,73,2020-10-24 19:00:00,R,0.5200
FILTROS,Filtro 5,1354,21635299,73,2020-10-24 19:00:00,R,0.5400
FILTROS,Filtro 6,1355,21635300,73,2020-10-24 19:00:00,R,0.6300
ÁGUA TRATADA,Cloro residual,1360,21635301,73,2020-10-24 19:00:00,R,1.9500
DOSAGENS,Conc. Polímero,1326,21635008,73,2020-10-24 20:00:00,R,0.5000
DOSAGENS,Dens. Polímero,1327,21635013,73,2020-10-24 20:00:00,R,1.4000
DOSAGENS,Dosagem Polímero,1328,21635018,73,2020-10-24 20:00:00,R,0.0100
DOSAGENS,Conc. Sulfato,1330,21635023,73,2020-10-24 20:00:00,R,46.3200
DOSAGENS,Dens. Sulfato,1331,21635028,73,2020-10-24 20:00:00,R,1.3220
DOSAGENS,Dosagem Sulfato,1332,21635033,73,2020-10-24 20:00:00,R,18.0000
DOSAGENS,Cloro Pré,1338,21635038,73,2020-10-24 20:00:00,R,3.0000
DOSAGENS,Cloro Pós,1339,21635043,73,2020-10-24 20:00:00,R,18.0000
DOSAGENS,Conc. Flúor,1340,21635048,73,2020-10-24 20:00:00,R,23.0000
DOSAGENS,Dens. Flúor,1341,21635053,73,2020-10-24 20:00:00,R,1.2038
ENTRADA DA ETA,Vazão afluente,1324,21636334,73,2020-10-24 20:00:00,R,1614.0000
DOSAGENS,Dosagem Polímero,1329,21636335,73,2020-10-24 20:00:00,R,14.5700
DOSAGENS,Dosagem Sulfato,1333,21636336,73,2020-10-24 20:00:00,R,237.2200
DOSAGENS,Dosagem Flúor,1342,21636337,73,2020-10-24 20:00:00,R,24.5000
RESERVATÓRIO,Nível,1325,21636338,73,2020-10-24 20:00:00,R,86.0000
ÁGUA BRUTA,Cor,1343,21636339,73,2020-10-24 20:00:00,R,95.7000
ÁGUA BRUTA,Turbidez,1344,21636340,73,2020-10-24 20:00:00,R,41.3000
ÁGUA BRUTA,pH,1345,21636341,73,2020-10-24 20:00:00,R,6.7800
ÁGUA BRUTA,Alcalinidade,1346,21636342,73,2020-10-24 20:00:00,R,11.0000
ÁGUA COAGULADA,Turbidez,1347,21636343,73,2020-10-24 20:00:00,R,43.2000
ÁGUA COAGULADA,pH,1348,21636344,73,2020-10-24 20:00:00,R,5.7100
ÁGUA COAGULADA,Cloro Residual ,5599,21636345,73,2020-10-24 20:00:00,R,0.3000
COND. AMBIENTAIS,Temp. ar,1349,21636346,73,2020-10-24 20:00:00,R,22.7000
ÁGUA TRATADA,Cor,1356,21636347,73,2020-10-24 20:00:00,R,4.0000
ÁGUA TRATADA,Turbidez,1357,21636348,73,2020-10-24 20:00:00,R,0.5300
ÁGUA TRATADA,pH,1358,21636349,73,2020-10-24 20:00:00,R,6.9800
ÁGUA TRATADA,Alcalinidade,1359,21636350,73,2020-10-24 20:00:00,R,19.0000
ÁGUA TRATADA,Cloro residual,1360,21636351,73,2020-10-24 20:00:00,R,1.9300
ÁGUA TRATADA,Íon Flúor,1362,21636352,73,2020-10-24 20:00:00,R,0.6500
ÁGUA TRATADA,Alumínio,1363,21636433,73,2020-10-24 20:00:00,R,0.2500
DOSAGENS,Conc. Polímero,1326,21635009,73,2020-10-24 21:00:00,R,0.5000
DOSAGENS,Dens. Polímero,1327,21635014,73,2020-10-24 21:00:00,R,1.4000
DOSAGENS,Dosagem Polímero,1328,21635019,73,2020-10-24 21:00:00,R,0.0100
DOSAGENS,Conc. Sulfato,1330,21635024,73,2020-10-24 21:00:00,R,46.3200
DOSAGENS,Dens. Sulfato,1331,21635029,73,2020-10-24 21:00:00,R,1.3220
DOSAGENS,Dosagem Sulfato,1332,21635034,73,2020-10-24 21:00:00,R,18.0000
DOSAGENS,Cloro Pré,1338,21635039,73,2020-10-24 21:00:00,R,3.0000
DOSAGENS,Cloro Pós,1339,21635044,73,2020-10-24 21:00:00,R,16.0000
DOSAGENS,Conc. Flúor,1340,21635049,73,2020-10-24 21:00:00,R,23.0000
DOSAGENS,Dens. Flúor,1341,21635054,73,2020-10-24 21:00:00,R,1.2038
ENTRADA DA ETA,Vazão afluente,1324,21637046,73,2020-10-24 21:00:00,R,1381.0000
DOSAGENS,Dosagem Polímero,1329,21637047,73,2020-10-24 21:00:00,R,12.4700
DOSAGENS,Dosagem Sulfato,1333,21637048,73,2020-10-24 21:00:00,R,202.9700
DOSAGENS,Dosagem Flúor,1342,21637049,73,2020-10-24 21:00:00,R,20.9600
RESERVATÓRIO,Nível,1325,21637050,73,2020-10-24 21:00:00,R,87.0000
FILTROS,Filtro 1,1350,21637051,73,2020-10-24 21:00:00,R,0.5000
FILTROS,Filtro 2,1351,21637052,73,2020-10-24 21:00:00,R,0.5500
FILTROS,Filtro 3,1352,21637053,73,2020-10-24 21:00:00,R,0.8000
FILTROS,Filtro 4,1353,21637054,73,2020-10-24 21:00:00,R,0.5900
FILTROS,Filtro 5,1354,21637055,73,2020-10-24 21:00:00,R,0.5300
FILTROS,Filtro 6,1355,21637056,73,2020-10-24 21:00:00,R,0.6100
ÁGUA TRATADA,Cloro residual,1360,21637057,73,2020-10-24 21:00:00,R,1.9100
DOSAGENS,Conc. Polímero,1326,21635010,73,2020-10-24 22:00:00,R,0.5000
DOSAGENS,Dens. Polímero,1327,21635016,73,2020-10-24 22:00:00,R,1.4000
DOSAGENS,Dosagem Polímero,1328,21635020,73,2020-10-24 22:00:00,R,0.0100
DOSAGENS,Conc. Sulfato,1330,21635025,73,2020-10-24 22:00:00,R,46.3200
DOSAGENS,Dens. Sulfato,1331,21635030,73,2020-10-24 22:00:00,R,1.3220
DOSAGENS,Dosagem Sulfato,1332,21635035,73,2020-10-24 22:00:00,R,18.0000
DOSAGENS,Cloro Pré,1338,21635040,73,2020-10-24 22:00:00,R,3.0000
DOSAGENS,Cloro Pós,1339,21635045,73,2020-10-24 22:00:00,R,16.0000
DOSAGENS,Conc. Flúor,1340,21635050,73,2020-10-24 22:00:00,R,23.0000
DOSAGENS,Dens. Flúor,1341,21635055,73,2020-10-24 22:00:00,R,1.2038
ENTRADA DA ETA,Vazão afluente,1324,21638117,73,2020-10-24 22:00:00,R,1361.0000
DOSAGENS,Dosagem Polímero,1329,21638118,73,2020-10-24 22:00:00,R,12.2900
DOSAGENS,Dosagem Sulfato,1333,21638119,73,2020-10-24 22:00:00,R,200.0300
DOSAGENS,Dosagem Flúor,1342,21638120,73,2020-10-24 22:00:00,R,20.6600
RESERVATÓRIO,Nível,1325,21638121,73,2020-10-24 22:00:00,R,87.0000
ÁGUA BRUTA,Cor,1343,21638122,73,2020-10-24 22:00:00,R,93.9000
ÁGUA BRUTA,Turbidez,1344,21638123,73,2020-10-24 22:00:00,R,38.1000
ÁGUA BRUTA,pH,1345,21638124,73,2020-10-24 22:00:00,R,6.7500
ÁGUA BRUTA,Alcalinidade,1346,21638125,73,2020-10-24 22:00:00,R,11.0000
ÁGUA COAGULADA,Turbidez,1347,21638126,73,2020-10-24 22:00:00,R,40.0000
ÁGUA COAGULADA,pH,1348,21638127,73,2020-10-24 22:00:00,R,5.6800
ÁGUA COAGULADA,Cloro Residual ,5599,21638128,73,2020-10-24 22:00:00,R,0.3100
COND. AMBIENTAIS,Temp. ar,1349,21638129,73,2020-10-24 22:00:00,R,22.4000
ÁGUA TRATADA,Cor,1356,21638130,73,2020-10-24 22:00:00,R,4.0000
ÁGUA TRATADA,Turbidez,1357,21638131,73,2020-10-24 22:00:00,R,0.5100
ÁGUA TRATADA,pH,1358,21638132,73,2020-10-24 22:00:00,R,6.9600
ÁGUA TRATADA,Alcalinidade,1359,21638133,73,2020-10-24 22:00:00,R,19.0000
ÁGUA TRATADA,Cloro residual,1360,21638134,73,2020-10-24 22:00:00,R,1.9500
ÁGUA TRATADA,Íon Flúor,1362,21638135,73,2020-10-24 22:00:00,R,0.6600
DOSAGENS,Conc. Polímero,1326,21635011,73,2020-10-24 23:00:00,R,0.5000
DOSAGENS,Dens. Polímero,1327,21635015,73,2020-10-24 23:00:00,R,1.4000
DOSAGENS,Dosagem Polímero,1328,21635021,73,2020-10-24 23:00:00,R,0.0100
DOSAGENS,Conc. Sulfato,1330,21635026,73,2020-10-24 23:00:00,R,46.3200
DOSAGENS,Dens. Sulfato,1331,21635031,73,2020-10-24 23:00:00,R,1.3220
DOSAGENS,Dosagem Sulfato,1332,21635036,73,2020-10-24 23:00:00,R,18.0000
DOSAGENS,Cloro Pré,1338,21635041,73,2020-10-24 23:00:00,R,3.0000
DOSAGENS,Cloro Pós,1339,21635046,73,2020-10-24 23:00:00,R,16.0000
DOSAGENS,Conc. Flúor,1340,21635051,73,2020-10-24 23:00:00,R,23.0000
DOSAGENS,Dens. Flúor,1341,21635056,73,2020-10-24 23:00:00,R,1.2038
ENTRADA DA ETA,Vazão afluente,1324,21639105,73,2020-10-24 23:00:00,R,1399.0000
DOSAGENS,Dosagem Polímero,1329,21639106,73,2020-10-24 23:00:00,R,12.6300
DOSAGENS,Dosagem Sulfato,1333,21639107,73,2020-10-24 23:00:00,R,205.6200
DOSAGENS,Dosagem Flúor,1342,21639108,73,2020-10-24 23:00:00,R,21.2400
RESERVATÓRIO,Nível,1325,21639109,73,2020-10-24 23:00:00,R,80.0000
FILTROS,Filtro 1,1350,21639110,73,2020-10-24 23:00:00,R,0.5500
FILTROS,Filtro 2,1351,21639111,73,2020-10-24 23:00:00,R,0.6200
FILTROS,Filtro 3,1352,21639112,73,2020-10-24 23:00:00,R,0.6700
FILTROS,Filtro 4,1353,21639113,73,2020-10-24 23:00:00,R,0.5400
FILTROS,Filtro 5,1354,21639114,73,2020-10-24 23:00:00,R,0.6600
FILTROS,Filtro 6,1355,21639115,73,2020-10-24 23:00:00,R,0.6900
ÁGUA TRATADA,Cloro residual,1360,21639116,73,2020-10-24 23:00:00,R,1.9400
ENTRADA DA ETA,Vazão afluente,1324,21639974,73,2020-10-25 00:00:00,R,1384.0000
DOSAGENS,Dosagem Polímero,1329,21639975,73,2020-10-25 00:00:00,R,12.5000
DOSAGENS,Dosagem Sulfato,1333,21639976,73,2020-10-25 00:00:00,R,203.4100
DOSAGENS,Dosagem Flúor,1342,21639977,73,2020-10-25 00:00:00,R,21.0100
RESERVATÓRIO,Nível,1325,21639978,73,2020-10-25 00:00:00,R,81.0000
DOSAGENS,Conc. Polímero,1326,21639979,73,2020-10-25 00:00:00,R,0.5000
DOSAGENS,Dens. Polímero,1327,21639980,73,2020-10-25 00:00:00,R,1.4000
DOSAGENS,Dosagem Polímero,1328,21639981,73,2020-10-25 00:00:00,R,0.0100
DOSAGENS,Conc. Sulfato,1330,21639982,73,2020-10-25 00:00:00,R,46.3200
DOSAGENS,Dens. Sulfato,1331,21639983,73,2020-10-25 00:00:00,R,1.3220
DOSAGENS,Dosagem Sulfato,1332,21639984,73,2020-10-25 00:00:00,R,18.0000
DOSAGENS,Cloro Pré,1338,21639985,73,2020-10-25 00:00:00,R,3.0000
DOSAGENS,Cloro Pós,1339,21639986,73,2020-10-25 00:00:00,R,18.0000
DOSAGENS,Conc. Flúor,1340,21639987,73,2020-10-25 00:00:00,R,23.0000
DOSAGENS,Dens. Flúor,1341,21639988,73,2020-10-25 00:00:00,R,1.2038
ÁGUA BRUTA,Cor,1343,21639989,73,2020-10-25 00:00:00,R,83.9000
ÁGUA BRUTA,Turbidez,1344,21639990,73,2020-10-25 00:00:00,R,35.5000
ÁGUA BRUTA,pH,1345,21639991,73,2020-10-25 00:00:00,R,6.7500
ÁGUA BRUTA,Alcalinidade,1346,21639992,73,2020-10-25 00:00:00,R,10.8000
ÁGUA COAGULADA,Turbidez,1347,21639993,73,2020-10-25 00:00:00,R,38.1000
ÁGUA COAGULADA,pH,1348,21639994,73,2020-10-25 00:00:00,R,5.6100
ÁGUA COAGULADA,Cloro Residual ,5599,21639995,73,2020-10-25 00:00:00,R,0.3100
COND. AMBIENTAIS,Temp. ar,1349,21639996,73,2020-10-25 00:00:00,R,22.3000
ÁGUA TRATADA,Cor,1356,21639997,73,2020-10-25 00:00:00,R,4.0000
ÁGUA TRATADA,Turbidez,1357,21639998,73,2020-10-25 00:00:00,R,0.4000
ÁGUA TRATADA,pH,1358,21639999,73,2020-10-25 00:00:00,R,7.1100
ÁGUA TRATADA,Alcalinidade,1359,21640000,73,2020-10-25 00:00:00,R,22.5000
ÁGUA TRATADA,Cloro residual,1360,21640001,73,2020-10-25 00:00:00,R,1.9600
ÁGUA TRATADA,Íon Flúor,1362,21640002,73,2020-10-25 00:00:00,R,0.6800
TELEMETRIA,Água bruta,1364,21640260,73,2020-10-25 00:00:00,R,42536342.0000
TELEMETRIA,Água tratada,1365,21640261,73,2020-10-25 00:00:00,R,40517128.0000
DOSAGENS,Conc. Polímero,1326,21640177,73,2020-10-25 01:00:00,R,0.5000
DOSAGENS,Dens. Polímero,1327,21640183,73,2020-10-25 01:00:00,R,1.4000
DOSAGENS,Dosagem Polímero,1328,21640189,73,2020-10-25 01:00:00,R,0.0100
DOSAGENS,Conc. Sulfato,1330,21640195,73,2020-10-25 01:00:00,R,46.3200
DOSAGENS,Dens. Sulfato,1331,21640201,73,2020-10-25 01:00:00,R,1.3220
DOSAGENS,Dosagem Sulfato,1332,21640207,73,2020-10-25 01:00:00,R,18.0000
DOSAGENS,Cloro Pré,1338,21640213,73,2020-10-25 01:00:00,R,3.0000
DOSAGENS,Cloro Pós,1339,21640219,73,2020-10-25 01:00:00,R,17.0000
DOSAGENS,Conc. Flúor,1340,21640225,73,2020-10-25 01:00:00,R,23.0000
DOSAGENS,Dens. Flúor,1341,21640231,73,2020-10-25 01:00:00,R,1.2038
ENTRADA DA ETA,Vazão afluente,1324,21640878,73,2020-10-25 01:00:00,R,1078.0000
DOSAGENS,Dosagem Polímero,1329,21640879,73,2020-10-25 01:00:00,R,9.7300
DOSAGENS,Dosagem Sulfato,1333,21640880,73,2020-10-25 01:00:00,R,158.4400
DOSAGENS,Dosagem Flúor,1342,21640881,73,2020-10-25 01:00:00,R,16.3600
RESERVATÓRIO,Nível,1325,21640882,73,2020-10-25 01:00:00,R,82.0000
FILTROS,Filtro 1,1350,21640883,73,2020-10-25 01:00:00,R,0.6100
FILTROS,Filtro 2,1351,21640884,73,2020-10-25 01:00:00,R,0.5800
FILTROS,Filtro 3,1352,21640885,73,2020-10-25 01:00:00,R,0.6200
FILTROS,Filtro 4,1353,21640886,73,2020-10-25 01:00:00,R,0.5200
FILTROS,Filtro 5,1354,21640887,73,2020-10-25 01:00:00,R,0.5700
FILTROS,Filtro 6,1355,21640888,73,2020-10-25 01:00:00,R,0.6600
ÁGUA TRATADA,Cloro residual,1360,21640889,73,2020-10-25 01:00:00,R,1.9200
DOSAGENS,Conc. Polímero,1326,21640178,73,2020-10-25 02:00:00,R,0.5000
DOSAGENS,Dens. Polímero,1327,21640184,73,2020-10-25 02:00:00,R,1.4000
DOSAGENS,Dosagem Polímero,1328,21640190,73,2020-10-25 02:00:00,R,0.0100
DOSAGENS,Conc. Sulfato,1330,21640196,73,2020-10-25 02:00:00,R,46.3200
DOSAGENS,Dens. Sulfato,1331,21640202,73,2020-10-25 02:00:00,R,1.3220
DOSAGENS,Dosagem Sulfato,1332,21640208,73,2020-10-25 02:00:00,R,18.0000
DOSAGENS,Cloro Pré,1338,21640214,73,2020-10-25 02:00:00,R,3.0000
DOSAGENS,Cloro Pós,1339,21640220,73,2020-10-25 02:00:00,R,17.0000
DOSAGENS,Conc. Flúor,1340,21640226,73,2020-10-25 02:00:00,R,23.0000
DOSAGENS,Dens. Flúor,1341,21640232,73,2020-10-25 02:00:00,R,1.2038
ENTRADA DA ETA,Vazão afluente,1324,21641526,73,2020-10-25 02:00:00,R,1083.0000
DOSAGENS,Dosagem Polímero,1329,21641527,73,2020-10-25 02:00:00,R,9.7800
DOSAGENS,Dosagem Sulfato,1333,21641528,73,2020-10-25 02:00:00,R,159.1700
DOSAGENS,Dosagem Flúor,1342,21641529,73,2020-10-25 02:00:00,R,16.4400
RESERVATÓRIO,Nível,1325,21641530,73,2020-10-25 02:00:00,R,83.0000
ÁGUA BRUTA,Cor,1343,21641531,73,2020-10-25 02:00:00,R,93.3000
ÁGUA BRUTA,Turbidez,1344,21641532,73,2020-10-25 02:00:00,R,38.3000
ÁGUA BRUTA,pH,1345,21641533,73,2020-10-25 02:00:00,R,6.7500
ÁGUA BRUTA,Alcalinidade,1346,21641534,73,2020-10-25 02:00:00,R,10.8000
ÁGUA COAGULADA,Turbidez,1347,21641535,73,2020-10-25 02:00:00,R,35.6000
ÁGUA COAGULADA,pH,1348,21641536,73,2020-10-25 02:00:00,R,5.5800
ÁGUA COAGULADA,Cloro Residual ,5599,21641537,73,2020-10-25 02:00:00,R,0.3100
COND. AMBIENTAIS,Temp. ar,1349,21641538,73,2020-10-25 02:00:00,R,22.1000
ÁGUA TRATADA,Cor,1356,21641539,73,2020-10-25 02:00:00,R,4.0000
ÁGUA TRATADA,Turbidez,1357,21641540,73,2020-10-25 02:00:00,R,0.5600
ÁGUA TRATADA,pH,1358,21641541,73,2020-10-25 02:00:00,R,6.9200
ÁGUA TRATADA,Alcalinidade,1359,21641542,73,2020-10-25 02:00:00,R,20.0000
ÁGUA TRATADA,Cloro residual,1360,21641543,73,2020-10-25 02:00:00,R,1.9500
ÁGUA TRATADA,Íon Flúor,1362,21641544,73,2020-10-25 02:00:00,R,0.7300
DOSAGENS,Conc. Polímero,1326,21640179,73,2020-10-25 03:00:00,R,0.5000
DOSAGENS,Dens. Polímero,1327,21640185,73,2020-10-25 03:00:00,R,1.4000
DOSAGENS,Dosagem Polímero,1328,21640191,73,2020-10-25 03:00:00,R,0.0100
DOSAGENS,Conc. Sulfato,1330,21640197,73,2020-10-25 03:00:00,R,46.3200
DOSAGENS,Dens. Sulfato,1331,21640203,73,2020-10-25 03:00:00,R,1.3220
DOSAGENS,Dosagem Sulfato,1332,21640209,73,2020-10-25 03:00:00,R,18.0000
DOSAGENS,Cloro Pré,1338,21640215,73,2020-10-25 03:00:00,R,3.0000
DOSAGENS,Cloro Pós,1339,21640221,73,2020-10-25 03:00:00,R,17.0000
DOSAGENS,Conc. Flúor,1340,21640227,73,2020-10-25 03:00:00,R,23.0000
DOSAGENS,Dens. Flúor,1341,21640233,73,2020-10-25 03:00:00,R,1.2038
ENTRADA DA ETA,Vazão afluente,1324,21642338,73,2020-10-25 03:00:00,R,1197.0000
DOSAGENS,Dosagem Polímero,1329,21642339,73,2020-10-25 03:00:00,R,10.8100
DOSAGENS,Dosagem Sulfato,1333,21642340,73,2020-10-25 03:00:00,R,175.9300
DOSAGENS,Dosagem Flúor,1342,21642341,73,2020-10-25 03:00:00,R,18.1700
RESERVATÓRIO,Nível,1325,21642342,73,2020-10-25 03:00:00,R,85.0000
FILTROS,Filtro 1,1350,21642343,73,2020-10-25 03:00:00,R,0.4100
FILTROS,Filtro 2,1351,21642344,73,2020-10-25 03:00:00,R,0.4900
FILTROS,Filtro 3,1352,21642345,73,2020-10-25 03:00:00,R,0.5700
FILTROS,Filtro 4,1353,21642346,73,2020-10-25 03:00:00,R,0.6000
FILTROS,Filtro 5,1354,21642347,73,2020-10-25 03:00:00,R,0.6200
FILTROS,Filtro 6,1355,21642348,73,2020-10-25 03:00:00,R,0.5800
ÁGUA TRATADA,Cloro residual,1360,21642349,73,2020-10-25 03:00:00,R,1.9700
DOSAGENS,Conc. Polímero,1326,21640180,73,2020-10-25 04:00:00,R,0.5000
DOSAGENS,Dens. Polímero,1327,21640186,73,2020-10-25 04:00:00,R,1.4000
DOSAGENS,Dosagem Polímero,1328,21640192,73,2020-10-25 04:00:00,R,0.0100
